name,sections,max enrolment,bold info,req,year,term
En 123,1,18,maximum enrollment: 18 students,advanced hum,16,FA
En/F 160A,1,20,open by lottery only; see link on the REGIS home page to enter by  May 18th // maximum enrollment: 20 students,advanced hum,16,FA
H  109,1,25,maximum enrollment: 25 students,advanced hum,16,FA
H  128,1,17,maximum enrollment: 17 students,advanced hum,16,FA
H  138,1,15,maximum enrollment: 15 students,advanced hum,16,FA
HPS/Pl 120,1,18,maximum enrollment: 18 students,advanced hum,16,FA
HPS/Pl 122,1,18,maximum enrollment: 18 students,advanced hum,16,FA
Pl/HPS 183,1,17,open by lottery only; see link on the REGIS home page to enter by  May 18th // maximum enrollment: 17 students,advanced hum,16,FA
Hum/H 001,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start // Frosh Hum course,frosh hum,16,FA
Hum/H 005,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/H 010,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/En 020,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/En 023,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/En 025,1,17,attendance at first class is required // maximum enrollment: 17  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/En 026,1,17,attendance at first class is required // maximum enrollment: 17  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum/Pl 040,2,34,attendance at first class is required // maximum enrollment: 17  students per section // class closed to continuing students until term start // Frosh Hum course,frosh hum,16,FA
Hum/Pl 043,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start //  Frosh Hum course,frosh hum,16,FA
Hum114A,1,,,advanced hum,16,FA
Mu 140,1,20,maximum enrollment: 20 students,advanced hum,16,FA
En 110,1,15,maximum enrollment: 15 students,advanced hum,16,WI
En 126,1,18,open by lottery only // see REGIS Home page to enter lottery by Nov  16th // maximum enrollment: 18 students,advanced hum,16,WI
En/H 197,1,20,maximum enrollment: 20 students // Letter grades only // Class  meets TR 2:30 - 4pm in 128 Baxter,advanced hum,16,WI
H  119,1,15,maximum enrollment: 15 students,advanced hum,16,WI
H  127,1,15,maximum enrollment: 15 students,advanced hum,16,WI
H  135,1,15,maximum enrollment: 15 students,advanced hum,16,WI
H  137,1,15,maximum enrollment: 15 students,advanced hum,16,WI
Law/PS/H 148A,1,30,Maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,16,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,16,WI
HPS/H 168,1,15,maximum enrollment: 15 students,advanced hum,16,WI
HPS/H 169,1,15,maximum enrollment: 15 students // first class on January 10th,advanced hum,16,WI
H/HPS 185,1,15,maximum enrollment: 15 students,advanced hum,16,WI
HPS/Pl 130,1,15,maximum enrollment: 15 students,advanced hum,16,WI
HPS/Pl 136,1,15,open by lottery only // see REGIS home page to enter lottery by Nov  16th // maximum enrollment : 15 students,advanced hum,16,WI
Pl/HPS 183,1,15,maximum enrollment: 15 students,advanced hum,16,WI
Hum/H 008A,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,16,WI
Hum/H 009B,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,16,WI
Hum/H 010,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,16,WI
Hum/H 015,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,16,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,16,WI
Hum/En 021,1,18,Attendance at the first class meeting is required. // maximum  enrollment: 18 students,frosh hum,16,WI
Hum/En 022,2,36,Attendance at the first class meeting is required. // maximum  enrollment: 18 students per section,frosh hum,16,WI
Hum/En 030,1,18,Attendance at the first class meeting is required. // maximum  enrollment: 18 students,frosh hum,16,WI
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,16,WI
Hum/Pl 042,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,16,WI
Hum105B,1,,,advanced hum,16,WI
Hum114B,1,,,advanced hum,16,WI
Mu 138,1,20,maximum enrollment: 20 students,advanced hum,16,WI
En 107,1,15,maximum enrollment: 15 students,advanced hum,16,SP
En 122,1,18,maximum enrollment: 18 students,advanced hum,16,SP
En 135,1,15,maximum enrollment: 15 students // class will meet in BI 115 on  Thursday 4/6 and Thursday 5/4,advanced hum,16,SP
En 180,1,15,maximum enrollment: 15 students,advanced hum,16,SP
En 182,1,18,maximum enrollment: 18 students,advanced hum,16,SP
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,16,SP
H  120,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,advanced hum,16,SP
Law/PS/H 148B,1,30,Law/PS/H 148a is a prerequisite // maximum enrollment: 30  students,advanced hum,16,SP
HPS/H 160A,1,15,maximum enrollment: 15 students,advanced hum,16,SP
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,16,SP
HPS/H 168,1,15,maximum enrollment: 15 students,advanced hum,16,SP
HPS/H 178,1,15,maximum enrollment: 15 students // class will be relocated to SPL  102 for May 11th class session only,advanced hum,16,SP
H  189,1,17,maximum enrollment: 17 students,advanced hum,16,SP
H  192,1,25,maximum enrollment: 25 students,advanced hum,16,SP
HPS/Pl 124,1,18,maximum enrollment: 18 students,advanced hum,16,SP
HPS/Pl 134,1,,,advanced hum,16,SP
HPS/Pl 138,1,15,open by lottery only; see link on the REGIS home page to enter by  February 22nd // maximum enrollment: 15 students,advanced hum,16,SP
Hum/H 002,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/H 008A,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/H 009B,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section // Section 1 Letter grades only,frosh hum,16,SP
Hum/H 009C,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/En 021,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/En 024,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/En 025,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/En 030,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,16,SP
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,16,SP
Hum/F 050,2,34,Attendance at the first class meeting is required. // Maximum  enrollment: 17 students per section,frosh hum,16,SP
Hum114C,1,20,maximum enrollment: 20 students,advanced hum,16,SP
L/Hum 152B,1,15,maximum enrollment: 15 students,advanced hum,16,SP
Hum174,1,,,advanced hum,16,SP
Mu 139,1,20,maximum enrollment: 20 students,advanced hum,16,SP
En 102,1,15,maximum enrollment: 15 students,advanced hum,17,FA
En 133,1,20,maximum enrollment: 20 students,advanced hum,17,FA
En 139,1,15,meets TR 10:30-noon in 117 Dab // graded Letter with the option to  Pass-Fail // maximum enrollment: 15 students,advanced hum,17,FA
En/F 160B,1,20,open by lottery only; see link on the REGIS home page to enter by  May 24th // maximum enrollment: 20 students,advanced hum,17,FA
H  127,1,15,maximum enrollment: 15 students,advanced hum,17,FA
H  135,1,15,maximum enrollment: 15 students,advanced hum,17,FA
H  136,1,15,maximum enrollment: 15 students,advanced hum,17,FA
H  139,1,15,co-taught with L 139 // maximum enrollment: 15 students,advanced hum,17,FA
H/L 142,1,15,maximum enrollment: 15 students,advanced hum,17,FA
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,17,FA
H/HPS 185,1,15,maximum enrollment: 15 students,advanced hum,17,FA
HPS/Pl/CS 110,1,15,maximum enrollment: 15 students,advanced hum,17,FA
HPS/Pl 120,1,15,maximum enrollment: 15 students,advanced hum,17,FA
Hum/H 009B,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/H 009C,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/H 010,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/H 015,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/H/HPS 018,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/En 020,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/En 030,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/En 038,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,17,FA
Hum/Pl 041,1,15,attendance at first class is required // maximum enrollment: 15  students //class closed to continuing students until term start,frosh hum,17,FA
Hum/Pl 042,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,17,FA
Hum114A,1,,,advanced hum,17,FA
Mu 137,1,20,maximum enrollment: 20 students,advanced hum,17,FA
En 113B,1,15,maximum enrollment: 15 students,advanced hum,17,WI
En 127,1,16,open by lottery; see link on the REGIS home page to enter by  November 15th // maximum enrollment: 16 students,advanced hum,17,WI
En 140,1,15,maximum enrollment: 15 students,advanced hum,17,WI
En 190,1,18,maximum enrollment: 18 students,advanced hum,17,WI
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,17,WI
H  108A,1,25,maximum enrollment: 25 students,advanced hum,17,WI
H  131,1,20,maximum enrollment: 20 students,advanced hum,17,WI
H  144,1,14,maximum enrollment: 14 students,advanced hum,17,WI
H  145,1,14,maximum enrollment: 14 students,advanced hum,17,WI
Law/PS/H 148A,1,30,maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,17,WI
HPS/H/Pl 157,1,15,maximum enrollment: 15 students,advanced hum,17,WI
HPS/H 169,1,15,maximum enrollment: 15 students,advanced hum,17,WI
HPS/H 170,1,15,maximum enrollment: 15 students,advanced hum,17,WI
Pl/HPS 183,1,15,maximum enrollment: 15 students,advanced hum,17,WI
HPS/Pl 188,1,15,maximum enrollment: 15 students,advanced hum,17,WI
Hum/H 005,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,17,WI
Hum/H 008B,1,15,Attendance at the first class meeting is required.  // maximum  enrollment: 15 students,frosh hum,17,WI
Hum/H 009B,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section // Section 1: Letter grades only  for non-frosh,frosh hum,17,WI
Hum/H 010,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,17,WI
Hum/En 020,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,17,WI
Hum/En 026,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,17,WI
Hum/En 030,1,18,Attendance at the first class meeting is required. // maximum  enrollment: 18 students,frosh hum,17,WI
Hum/Pl 040,2,30,Attendance at the first class meeting is required.  // maximum  enrollment: 15 students per section,frosh hum,17,WI
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,17,WI
Hum105A,1,15,maximum enrollment: 15 students between Hum105a/L 105a,advanced hum,17,WI
Hum114B,1,,,advanced hum,17,WI
Hum119,1,15,maximum enrollment: 15 students,advanced hum,17,WI
Mu 138,1,20,maximum enrollment: 20 students,advanced hum,17,WI
En 106,1,18,maximum enrollment: 18 students,advanced hum,17,SP
En 183,1,20,maximum enrollment: 20 students // class will meet in BCK 115 on  5/10/18 and 5/31/18,advanced hum,17,SP
H  108B,1,25,maximum enrollment: 25 students,advanced hum,17,SP
H  125,1,15,maximum enrollment: 15 students,advanced hum,17,SP
H  129,1,17,maximum enrollment: 17 students,advanced hum,17,SP
H  132,1,20,maximum enrollment: 20 students,advanced hum,17,SP
Law/PS/H 148B,1,30,Law/PS/H 148a is a prerequisite // maximum enrollment: 30  students,advanced hum,17,SP
HPS/H 160,1,15,maximum enrollment: 15 students,advanced hum,17,SP
HPS/H 170,1,15,maximum enrollment: 15 students,advanced hum,17,SP
HPS/Pl 122,1,15,maximum enrollment: 15 students,advanced hum,17,SP
HPS/Pl 128,1,15,maximum enrollment: 15 students,advanced hum,17,SP
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  February 21st // maximum enrollment: 15 students,advanced hum,17,SP
HPS/Pl 138,1,15,open by lottery only; see link on the REGIS home page to enter by  February 21st // maximum enrollment: 15 students,advanced hum,17,SP
Hum/H 008B,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,17,SP
Hum/H 009C,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,17,SP
Hum/H 016,1,17,Attendance at the first class meeting is required. // Maximum  enrollment: 17 students,frosh hum,17,SP
Hum/En 022,2,36,Attendance at the first class meeting is required. // Maximum  enrollment: 18 students per section,frosh hum,17,SP
Hum/En 023,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,17,SP
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,17,SP
Hum/F 050,2,34,Attendance at the first class meeting is required. // Maximum  enrollment: 17 students per section //class closed for online  registration - see instructor,frosh hum,17,SP
Hum114C,1,20,maximum enrollment: 20 students,advanced hum,17,SP
Hum119,1,15,maximum enrollment: 15 students,advanced hum,17,SP
L/Hum 152A,1,15,maximum enrollment: 15 students,advanced hum,17,SP
Hum174,1,,,advanced hum,17,SP
Mu 139,1,20,maximum enrollment: 20 students,advanced hum,17,SP
Pl 100,1,15,maximum enrollment: 15 students,advanced hum,17,SP
Pl 102,1,15,maximum enrollment: 15 students,advanced hum,17,SP
En 102,1,15,maximum enrollment: 15 students,advanced hum,18,FA
En 128,1,20,open by lottery only; see link on the REGIS home page to enter by  May 23rd // maximum enrollment: 20 students,advanced hum,18,FA
En 141,1,15,maximum enrollment: 15 students,advanced hum,18,FA
En/F 161,1,17,open by lottery only; see link on the REGIS home page to enter by  May 23rd // maximum enrollment: 17 students,advanced hum,18,FA
H  111,1,25,maximum enrollment: 25 students,advanced hum,18,FA
H  113,1,20,maximum enrollment: 20 students,advanced hum,18,FA
H  125,1,15,maximum enrollment: 15 students,advanced hum,18,FA
H  131,1,20,maximum enrollment: 20 students,advanced hum,18,FA
H  150,1,20,maximum enrollment: 20 students,advanced hum,18,FA
HPS/Pl 123,1,15,maximum enrollment: 15 students,advanced hum,18,FA
HPS/Pl 124,1,15,maximum enrollment: 15 students,advanced hum,18,FA
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  May 23rd // maximum enrollment: 15 students,advanced hum,18,FA
Hum/H 001,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,18,FA
Hum/H 005,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,18,FA
Hum/H 010,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/H 011,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/En 020,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/En 026,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/En 029,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/En 039,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/Pl 040,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/Pl 043,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum/F 050,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,18,FA
Hum114A,1,,,advanced hum,18,FA
Mu 140,1,20,maximum enrollment: 20 students,advanced hum,18,FA
En 107,1,15,maximum enrollment: 15 students,advanced hum,18,WI
En 113A,1,18,maximum enrollment: 18 students,advanced hum,18,WI
En 142,1,15,maximum enrollment: 15 students,advanced hum,18,WI
En 150,1,15,maximum enrollment: 15 students,advanced hum,18,WI
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,18,WI
H  114,1,20,maximum enrollment: 20 students,advanced hum,18,WI
H  137,1,15,maximum enrollment: 15 students,advanced hum,18,WI
H  138,1,15,maximum enrollment: 15 students,advanced hum,18,WI
Law/PS/H 148A,1,30,maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,18,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,18,WI
HPS/Pl 122,1,15,maximum enrollment: 15 students,advanced hum,18,WI
HPS/Pl 138,1,15,open by lottery; see link on the REGIS home page to enter by Nov  21st // maximum enrollment: 15 students,advanced hum,18,WI
Hum/H 009B,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,18,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum/En 020,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum/En 021,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum/En 024,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum/En 033,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum/Pl 040,2,30,Attendance at the first class meeting is required.  // maximum  enrollment: 15 students per section,frosh hum,18,WI
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,18,WI
Hum/Pl 043,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,18,WI
Hum105B,1,15,maximum enrollment: 15 students between L 105b and Hum 105b,advanced hum,18,WI
Hum114B,1,,,advanced hum,18,WI
Mu 138,1,20,maximum enrollment: 20 students,advanced hum,18,WI
Pl/CNS/NB/Bi/Ps y 161,1,20,maximum enrollment: 20 students,advanced hum,18,WI
En 110,1,18,maximum enrollment: 18 students,advanced hum,18,SP
En 135,1,20,maximum enrollment: 20 students,advanced hum,18,SP
En 180,1,20,maximum enrollment: 20 students,advanced hum,18,SP
H  132,1,20,maximum enrollment: 20 students,advanced hum,18,SP
H  135,1,15,maximum enrollment: 15 students,advanced hum,18,SP
Law/PS/H 148B,1,30,Law/PS/H 148a is a prerequisite // maximum enrollment: 30  students,advanced hum,18,SP
H  151,1,15,maximum enrollment: 15 students,advanced hum,18,SP
HPS/H 160,1,15,maximum enrollment: 15 students,advanced hum,18,SP
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,18,SP
HPS/H 168,1,15,maximum enrollment: 15 students,advanced hum,18,SP
H/HPS 186,1,15,maximum enrollment: 15 students // class will meet in B127 GTL on  4/11/19,advanced hum,18,SP
H/L 191,1,15,maximum enrollment: 15 students,advanced hum,18,SP
HPS/Pl/CS 110,1,15,maximum enrollment: 15 students // class will meet in KRK B136 on  4/11/19,advanced hum,18,SP
HPS/Pl 120,1,15,maximum enrollment: 15 students,advanced hum,18,SP
HPS/Pl 125,1,15,maximum enrollment: 15 students,advanced hum,18,SP
Hum/H 003,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/H 008A,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/H 009B,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/H 009C,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/H 011,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/En 021,1,18,Attendance at the first class meeting is required. // Maximum  enrollment: 18 students,frosh hum,18,SP
Hum/En 023,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section // Sec 1- letter grades only,frosh hum,18,SP
Hum/Pl 044,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,18,SP
Hum114C,1,20,maximum enrollment: 20 students,advanced hum,18,SP
L/Hum 152B,1,15,maximum enrollment: 15 students,advanced hum,18,SP
Hum174,1,20,maximum enrollment: 20 students,advanced hum,18,SP
Mu 139,1,20,maximum enrollment: 20 students,advanced hum,18,SP
En/VC 108,1,20,maximum enrollment: 20 students,advanced hum,19,FA
En 142,1,15,maximum enrollment: 15 students,advanced hum,19,FA
En 180,1,20,maximum enrollment: 20 students,advanced hum,19,FA
En 183,1,20,maximum enrollment: 20 students,advanced hum,19,FA
En/H 193,1,15,"maximum enrollment: 15 students // class will meet in Watson 104  on Tuesday, 10/1/19",advanced hum,19,FA
H  133,1,20,maximum enrollment: 20 students,advanced hum,19,FA
H  135,1,15,"maximum enrollment: 15 students // Class will not meet 10/1 or  10/3 but will hold the first class meeting on Friday, 10/4 at 10:30am.",advanced hum,19,FA
H  136,1,15,maximum enrollment: 15 students,advanced hum,19,FA
H/L 142,1,15,maximum enrollment: 15 students,advanced hum,19,FA
H  150,1,15,maximum enrollment: 15 students,advanced hum,19,FA
H  152,1,20,maximum enrollment: 20 students,advanced hum,19,FA
H  161,1,15,maximum enrollment: 15 students,advanced hum,19,FA
HPS/H 180,1,15,maximum enrollment: 15 students,advanced hum,19,FA
HPS/Pl 120,1,15,"maximum enrollment: 15 students // class will meet in BCK 121 on  Tuesday, 10/1/19",advanced hum,19,FA
HPS/Pl 123,1,15,maximum enrollment: 15 students,advanced hum,19,FA
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  May 22nd // maximum enrollment: 15 students,advanced hum,19,FA
Hum/H 001,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,19,FA
Hum/H 003,1,15,attendance at first class is required  // maximum enrollment: 15  students // class closed to continuing students until term start //  class will relocate on 10/22/19 to Brennen Conf Room in CSS,frosh hum,19,FA
Hum/H 005,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/H 009B,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/H 011,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/En 020,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/En 038,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/Pl 040,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,19,FA
Hum/Pl 041,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/Pl 043,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum/VC 049,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,19,FA
Hum114A,1,20,maximum enrollment: 20 students (between L 114a and Hum 114a),advanced hum,19,FA
Hum119,1,,,advanced hum,19,FA
Mu 137,1,20,maximum enrollment: 20 students,advanced hum,19,FA
L/VC 109,1,15,maximum enrollment: 15 students,advanced hum,19,FA
VC 170,1,20,maximum enrollment: 20 students,advanced hum,19,FA
En 109,1,15,maximum enrollment: 15 students,advanced hum,19,WI
En/VC 117,1,15,maximum enrollment: 15 students,advanced hum,19,WI
En 120,1,15,maximum enrollment: 15 students,advanced hum,19,WI
En 127,1,22,open by lottery; see link on the REGIS home page to enter by  November 20th // maximum enrollment: 22 students,advanced hum,19,WI
En/VC 160A,1,15,maximum enrollment: 15 students,advanced hum,19,WI
H  112,1,25,class open for enrollment // maximum enrollment: 25 students,advanced hum,19,WI
H  123,1,15,maximum enrollment: 15 students,advanced hum,19,WI
Law/PS/H 148A,1,30,maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,19,WI
H  149,1,20,maximum enrollment: 20 students // first class meeting will be held  January 15th,advanced hum,19,WI
H  161,1,15,maximum enrollment: 15 students,advanced hum,19,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,19,WI
H/HPS/VC 186,1,15,maximum enrollment: 15 students,advanced hum,19,WI
HPS/Pl 124,1,15,maximum enrollment: 15 students,advanced hum,19,WI
HPS/Pl 138,1,15,open by lottery; see link on the REGIS home page to enter by Nov  20th // maximum enrollment: 15 students,advanced hum,19,WI
Hum/H 002,1,15,"Attendance at the first class meeting is required. // maximum  enrollment: 15 students // first class meeting will be held Tuesday, ",frosh hum,19,WI
Hum/H 008B,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/H 009B,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/H 010,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/H 011,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum015,2,30,both sections will count as a Hum/VC frosh hum course // Sec 1:  Housing America // Sec 2: Cancelled // maximum enrollment: 15  students per section,frosh hum,19,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/En 020,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/En 025,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/Pl 040,1,15,Attendance at the first class meeting is required.  // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/Pl 043,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,19,WI
Hum/Pl 045,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,19,WI
Hum114B,1,20,maximum enrollment: 20 students between L 114b and Hum 114b,advanced hum,19,WI
Mu 138,1,20,maximum enrollment: 20 students,advanced hum,19,WI
Pl 100,1,15,maximum enrollment: 15 students,advanced hum,19,WI
L/VC 153,1,15,maximum enrollment: 15 students,advanced hum,19,WI
En 114,1,15,maximum enrollment: 15 students,advanced hum,19,SP
En 134,1,15,maximum enrollment: 15 students,advanced hum,19,SP
En 186,1,20,maximum enrollment: 20 students,advanced hum,19,SP
H  134,1,,open to upperclassmen at this time,advanced hum,19,SP
H  138,1,35,maximum enrollment: 35 students,advanced hum,19,SP
Law/PS/H 148B,1,30,Law/PS/H 148a is a prerequisite // maximum enrollment: 30  students,advanced hum,19,SP
HPS/H 160,1,50,maximum enrollment; 50 students,advanced hum,19,SP
H  161,1,15,"taught concurrently with CS 101c, section 5 // maximum enrollment: 15 students between H 161 and CS 101c, sec 5 // instructor  permission required to add // Attendance at the first session is a ",advanced hum,19,SP
